,Movie_Name,Movie_Rating,Movie_Certificate,Movie_Year,Movie_Runtime,Movie_Cast,Movie_Genre,Movie_Poster,Movie_Description,Movie_Poster_HD,All_Movie_Info
488,Nightcrawler,7.9,A,2014,117 min,"Jake Gyllenhaal, Rene Russo, Bill Paxton, Riz Ahmed","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BN2U1YzdhYWMtZWUzMi00OWI1LWFkM2ItNWVjM2YxMGQ2MmNhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR0,0,67,98_AL_.jpg","When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",https://m.media-amazon.com/images/M/MV5BN2U1YzdhYWMtZWUzMi00OWI1LWFkM2ItNWVjM2YxMGQ2MmNhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,nightcrawler jake gyllenhaal rene russo bill paxton riz ahmed crime drama thriller when louis bloom a con man desperate for work muscles into the world of la crime journalism he blurs the line between observer and participant to become the star of his own story
489,Jojo Rabbit,7.9,UA,2019,108 min,"Roman Griffin Davis, Thomasin McKenzie, Scarlett Johansson, Taika Waititi","Comedy, Drama, War            ","https://m.media-amazon.com/images/M/MV5BZjU0Yzk2MzEtMjAzYy00MzY0LTg2YmItM2RkNzdkY2ZhN2JkXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.,https://m.media-amazon.com/images/M/MV5BZjU0Yzk2MzEtMjAzYy00MzY0LTg2YmItM2RkNzdkY2ZhN2JkXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_.jpg,jojo rabbit roman griffin davis thomasin mckenzie scarlett johansson taika waititi comedy drama war a young german boy in the hitler youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a jewish girl in their home
490,Wonder,7.9,U,2017,113 min,"Jacob Tremblay, Owen Wilson, Izabela Vidovic, Julia Roberts","Drama, Family            ","https://m.media-amazon.com/images/M/MV5BYjFhOWY0OTgtNDkzMC00YWJkLTk1NGEtYWUxNjhmMmQ5ZjYyXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UX67_CR0,0,67,98_AL_.jpg","Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",https://m.media-amazon.com/images/M/MV5BYjFhOWY0OTgtNDkzMC00YWJkLTk1NGEtYWUxNjhmMmQ5ZjYyXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_.jpg,wonder jacob tremblay owen wilson izabela vidovic julia roberts drama family based on the new york times bestseller this movie tells the incredibly inspiring and heartwarming story of august pullman a boy with facial differences who enters the fifth grade attending a mainstream elementary school for the first time
491,Arrival,7.9,UA,2016,116 min,"Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg","Drama, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_UX67_CR0,0,67,98_AL_.jpg",A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.,https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_.jpg,arrival amy adams jeremy renner forest whitaker michael stuhlbarg drama sci-fi a linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world
492,Star Wars: Episode VII - The Force Awakens,7.9,U,2015,138 min,"Daisy Ridley, John Boyega, Oscar Isaac, Domhnall Gleeson","Action, Adventure, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BOTAzODEzNDAzMl5BMl5BanBnXkFtZTgwMDU1MTgzNzE@._V1_UX67_CR0,0,67,98_AL_.jpg","As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",https://m.media-amazon.com/images/M/MV5BOTAzODEzNDAzMl5BMl5BanBnXkFtZTgwMDU1MTgzNzE@._V1_.jpg,star wars: episode vii - the force awakens daisy ridley john boyega oscar isaac domhnall gleeson action adventure sci-fi as a new threat to the galaxy rises rey a desert scavenger and finn an ex-stormtrooper must join han solo and chewbacca to search for the one hope of restoring peace
493,Gully Boy,7.9,UA,2019,154 min,"Ranveer Singh, Alia Bhatt, Siddhant Chaturvedi, Vijay Raaz","Drama, Music, Romance            ","https://m.media-amazon.com/images/M/MV5BZDkzMTQ1YTMtMWY4Ny00MzExLTkzYzEtNzZhOTczNzU2NTU1XkEyXkFqcGdeQXVyODY3NjMyMDU@._V1_UY98_CR4,0,67,98_AL_.jpg",A coming-of-age story based on the lives of street rappers in Mumbai.,https://m.media-amazon.com/images/M/MV5BNmFkZDA2YmUtODRiMC00NDhiLTljNzAtZWRjZGRmMGYwOTg2XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_.jpg,gully boy ranveer singh alia bhatt siddhant chaturvedi vijay raaz drama music romance a coming-of-age story based on the lives of street rappers in mumbai
494,Short Term 12,7.9,R,2013,96 min,"Brie Larson, Frantz Turner, John Gallagher Jr., Kaitlyn Dever",Drama            ,"https://m.media-amazon.com/images/M/MV5BY2Q0YWUwZmYtMDhiNC00OTg5LWJkNDItOGI5MDYxZmQyODRmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjIxNDE0OTE@._V1_UY98_CR2,0,67,98_AL_.jpg",A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,https://m.media-amazon.com/images/M/MV5BY2Q0YWUwZmYtMDhiNC00OTg5LWJkNDItOGI5MDYxZmQyODRmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjIxNDE0OTE@._V1_.jpg,short term 12 brie larson frantz turner john gallagher jr kaitlyn dever drama a 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend
495,Serbuan maut 2: Berandal,7.9,A,2014,150 min,"Iko Uwais, Yayan Ruhian, Arifin Putra, Oka Antara","Action, Crime, Thriller            ","https://m.media-amazon.com/images/M/MV5BMTg5MTE2NjA4OV5BMl5BanBnXkFtZTgwMTUyMjczMTE@._V1_UX67_CR0,0,67,98_AL_.jpg","Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",https://m.media-amazon.com/images/M/MV5BMTg5MTE2NjA4OV5BMl5BanBnXkFtZTgwMTUyMjczMTE@._V1_.jpg,serbuan maut 2: berandal iko uwais yayan ruhian arifin putra oka antara action crime thriller only a short time after the first raid rama goes undercover with the thugs of jakarta and plans to bring down the syndicate and uncover the corruption within his police force
496,Before Midnight,7.9,R,2013,109 min,"Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Ariane Labed","Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BMjA5NzgxODE2NF5BMl5BanBnXkFtZTcwNTI1NTI0OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,https://m.media-amazon.com/images/M/MV5BMjA5NzgxODE2NF5BMl5BanBnXkFtZTcwNTI1NTI0OQ@@._V1_.jpg,before midnight ethan hawke julie delpy seamus davey-fitzpatrick ariane labed drama romance we meet jesse and celine nine years on in greece almost two decades have passed since their first meeting on that train bound for vienna
497,English Vinglish,7.9,U,2012,134 min,"Sridevi, Adil Hussain, Mehdi Nebbou, Priya Anand","Comedy, Drama, Family            ","https://m.media-amazon.com/images/M/MV5BMjQ5YWVmYmYtOWFiZC00NGMxLWEwODctZDM2MWI4YWViN2E5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg","A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.",https://m.media-amazon.com/images/M/MV5BYWVjZDkwNzItYTcyZi00MjcyLTlmOTItYTFkOTY3MzBjYzk0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,english vinglish sridevi adil hussain mehdi nebbou priya anand comedy drama family a quiet sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand english
498,Bir Zamanlar Anadolu'da,7.9,N/A,2011,157 min,"Muhammet Uzuner, Yilmaz Erdogan, Taner Birsel, Ahmet Mümtaz Taylan","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BMDIwYTU3NDktNmJkOS00NmUyLWI3ZmUtNjViZjU4OTM3OTE3XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY98_CR0,0,67,98_AL_.jpg",A group of men set out in search of a dead body in the Anatolian steppes.,https://m.media-amazon.com/images/M/MV5BMDIwYTU3NDktNmJkOS00NmUyLWI3ZmUtNjViZjU4OTM3OTE3XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_.jpg,bir zamanlar anadolu'da muhammet uzuner yilmaz erdogan taner birsel ahmet mümtaz taylan crime drama a group of men set out in search of a dead body in the anatolian steppes
499,The Artist,7.9,U,2011,100 min,"Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell","Comedy, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BMDUyZWU5N2UtOWFlMy00MTI0LTk0ZDYtMzFhNjljODBhZDA5XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_UY98_CR1,0,67,98_AL_.jpg",An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,https://m.media-amazon.com/images/M/MV5BMDUyZWU5N2UtOWFlMy00MTI0LTk0ZDYtMzFhNjljODBhZDA5XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_.jpg,the artist jean dujardin bérénice bejo john goodman james cromwell comedy drama romance an egomaniacal film star develops a relationship with a young dancer against the backdrop of hollywood's silent era
500,Edge of Tomorrow,7.9,UA,2014,113 min,"Tom Cruise, Emily Blunt, Bill Paxton, Brendan Gleeson","Action, Adventure, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_UX67_CR0,0,67,98_AL_.jpg","A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",https://m.media-amazon.com/images/M/MV5BMDEwYWJjZGUtYmU3MS00NDBhLWFlNTgtOWZiZmU1NGYzZTFjXkEyXkFqcGdeQXVyNjc1NTYwMjc@._V1_.jpg,edge of tomorrow tom cruise emily blunt bill paxton brendan gleeson action adventure sci-fi a soldier fighting aliens gets to relive the same day over and over again the day restarting every time he dies
501,Amour,7.9,UA,2012,127 min,"Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert, Alexandre Tharaud",Drama            ,"https://m.media-amazon.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_UX67_CR0,0,67,98_AL_.jpg","Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",https://m.media-amazon.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_.jpg,amour jean-louis trintignant emmanuelle riva isabelle huppert alexandre tharaud drama georges and anne are an octogenarian couple they are cultivated retired music teachers their daughter also a musician lives in britain with her family one day anne has a stroke and the couple's bond of love is severely tested
502,Låt den rätte komma in,7.9,R,2008,114 min,"Kåre Hedebrant, Lina Leandersson, Per Ragnar, Henrik Dahl","Drama, Fantasy, Horror            ","https://m.media-amazon.com/images/M/MV5BOWM4NTY2NTMtZDZlZS00NTgyLWEzZDMtODE3ZGI1MzI3ZmU5XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY98_CR1,0,67,98_AL_.jpg","Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",https://m.media-amazon.com/images/M/MV5BOWM4NTY2NTMtZDZlZS00NTgyLWEzZDMtODE3ZGI1MzI3ZmU5XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,låt den rätte komma in kåre hedebrant lina leandersson per ragnar henrik dahl drama fantasy horror oskar an overlooked and bullied boy finds love and revenge through eli a beautiful but peculiar girl
503,District 9,7.9,A,2009,112 min,"Sharlto Copley, David James, Jason Cope, Nathalie Boltt","Action, Sci-Fi, Thriller            ","https://m.media-amazon.com/images/M/MV5BYmQ5MzFjYWMtMTMwNC00ZGU5LWI3YTQtYzhkMGExNGFlY2Q0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,https://m.media-amazon.com/images/M/MV5BYmQ5MzFjYWMtMTMwNC00ZGU5LWI3YTQtYzhkMGExNGFlY2Q0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,district 9 sharlto copley david james jason cope nathalie boltt action sci-fi thriller violence ensues after an extraterrestrial race forced to live in slum-like conditions on earth finds a kindred spirit in a government agent exposed to their biotechnology
504,The Wrestler,7.9,UA,2008,109 min,"Mickey Rourke, Marisa Tomei, Evan Rachel Wood, Mark Margolis","Drama, Sport            ","https://m.media-amazon.com/images/M/MV5BMTc5MjYyOTg4MF5BMl5BanBnXkFtZTcwNDc2MzQwMg@@._V1_UX67_CR0,0,67,98_AL_.jpg","A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",https://m.media-amazon.com/images/M/MV5BMTc5MjYyOTg4MF5BMl5BanBnXkFtZTcwNDc2MzQwMg@@._V1_.jpg,the wrestler mickey rourke marisa tomei evan rachel wood mark margolis drama sport a faded professional wrestler must retire but finds his quest for a new life outside the ring a dispiriting struggle
505,Jab We Met,7.9,U,2007,138 min,"Shahid Kapoor, Kareena Kapoor, Tarun Arora, Dara Singh Randhawa","Comedy, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BYmIzYmY4MGItM2I4YS00OWZhLWFmMzQtYzI2MWY1MmM3NGU1XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg",A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.,https://m.media-amazon.com/images/M/MV5BMTczOGE0ZTUtZTNmOS00ZDViLTliOTQtMDU1MmRjZGJhYjViXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_.jpg,jab we met shahid kapoor kareena kapoor tarun arora dara singh randhawa comedy drama romance a depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman
506,Boyhood,7.9,A,2014,165 min,"Ellar Coltrane, Patricia Arquette, Ethan Hawke, Elijah Smith",Drama            ,"https://m.media-amazon.com/images/M/MV5BMTYzNDc2MDc0N15BMl5BanBnXkFtZTgwOTcwMDQ5MTE@._V1_UX67_CR0,0,67,98_AL_.jpg","The life of Mason, from early childhood to his arrival at college.",https://m.media-amazon.com/images/M/MV5BMTYzNDc2MDc0N15BMl5BanBnXkFtZTgwOTcwMDQ5MTE@._V1_.jpg,boyhood ellar coltrane patricia arquette ethan hawke elijah smith drama the life of mason from early childhood to his arrival at college
507,"4 luni, 3 saptamâni si 2 zile",7.9,N/A,2007,113 min,"Anamaria Marinca, Laura Vasiliu, Vlad Ivanov, Alexandru Potocean",Drama            ,"https://m.media-amazon.com/images/M/MV5BYzU1YWUzNjYtNmVhZi00ODUyLTg4M2ItMTFlMmU1Mzc5OTE5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",A woman assists her friend in arranging an illegal abortion in 1980s Romania.,https://m.media-amazon.com/images/M/MV5BYzU1YWUzNjYtNmVhZi00ODUyLTg4M2ItMTFlMmU1Mzc5OTE5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,4 luni 3 saptamâni si 2 zile anamaria marinca laura vasiliu vlad ivanov alexandru potocean drama a woman assists her friend in arranging an illegal abortion in 1980s romania
508,In Bruges,7.9,R,2008,107 min,"Colin Farrell, Brendan Gleeson, Ciarán Hinds, Elizabeth Berrington","Comedy, Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BMTUwOGFiM2QtOWMxYS00MjU2LThmZDMtZDM2MWMzNzllNjdhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",https://m.media-amazon.com/images/M/MV5BMTUwOGFiM2QtOWMxYS00MjU2LThmZDMtZDM2MWMzNzllNjdhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,in bruges colin farrell brendan gleeson ciarán hinds elizabeth berrington comedy crime drama guilt-stricken after a job gone wrong hitman ray and his partner await orders from their ruthless boss in bruges belgium the last place in the world ray wants to be
509,The Man from Earth,7.9,N/A,2007,87 min,"David Lee Smith, Tony Todd, John Billingsley, Ellen Crawford","Drama, Fantasy, Mystery            ","https://m.media-amazon.com/images/M/MV5BMzQ5NGQwOTUtNWJlZi00ZTFiLWI0ZTEtOGU3MTA2ZGU5OWZiXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_UX67_CR0,0,67,98_AL_.jpg",An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,https://m.media-amazon.com/images/M/MV5BMzQ5NGQwOTUtNWJlZi00ZTFiLWI0ZTEtOGU3MTA2ZGU5OWZiXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_.jpg,the man from earth david lee smith tony todd john billingsley ellen crawford drama fantasy mystery an impromptu goodbye party for professor john oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine
510,Avatar,7.9,UA,2009,162 min,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez","Action, Adventure, Fantasy            ","https://m.media-amazon.com/images/M/MV5BMTYwOTEwNjAzMl5BMl5BanBnXkFtZTcwODc5MTUwMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,https://m.media-amazon.com/images/M/MV5BYzRjOTdiZGQtZDJhNC00OTk4LTk1YjAtYTM0NGFjM2MxYzIzXkEyXkFqcGdeQXVyODk2ODI3MTU@._V1_.jpg,avatar sam worthington zoe saldana sigourney weaver michelle rodriguez action adventure fantasy a paraplegic marine dispatched to the moon pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home
511,Letters from Iwo Jima,7.9,UA,2006,141 min,"Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryô Kase","Action, Adventure, Drama            ","https://m.media-amazon.com/images/M/MV5BMjE0NzgwODI4M15BMl5BanBnXkFtZTcwNjg3OTA0MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",https://m.media-amazon.com/images/M/MV5BMjE0NzgwODI4M15BMl5BanBnXkFtZTcwNjg3OTA0MQ@@._V1_.jpg,letters from iwo jima ken watanabe kazunari ninomiya tsuyoshi ihara ryô kase action adventure drama the story of the battle of iwo jima between the united states and imperial japan during world war ii as told from the perspective of the japanese who fought it
512,Life of Pi,7.9,U,2012,127 min,"Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu","Adventure, Drama, Fantasy            ","https://m.media-amazon.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_UX67_CR0,0,67,98_AL_.jpg","A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",https://m.media-amazon.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_.jpg,life of pi suraj sharma irrfan khan adil hussain tabu adventure drama fantasy a young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery while cast away he forms an unexpected connection with another survivor: a fearsome bengal tiger
513,Fantastic Mr. Fox,7.9,U,2009,87 min,"George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman","Animation, Adventure, Comedy            ","https://m.media-amazon.com/images/M/MV5BOGUwYTU4NGEtNDM4MS00NDRjLTkwNmQtOTkwMWMyMjhmMjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,https://m.media-amazon.com/images/M/MV5BOGUwYTU4NGEtNDM4MS00NDRjLTkwNmQtOTkwMWMyMjhmMjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,fantastic mr fox george clooney meryl streep bill murray jason schwartzman animation adventure comedy an urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation
514,Bin-jip,7.9,U,2004,88 min,"Seung-Yun Lee, Hee Jae, Hyuk-ho Kwon, Jin-mo Joo","Crime, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BYzBmODdkMzItNTk0NS00MDc5LWFmZjgtNmNlZmNhMzFlMmQ3XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY98_CR1,0,67,98_AL_.jpg",A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.,https://m.media-amazon.com/images/M/MV5BYzBmODdkMzItNTk0NS00MDc5LWFmZjgtNmNlZmNhMzFlMmQ3XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_.jpg,bin-jip seung-yun lee hee jae hyuk-ho kwon jin-mo joo crime drama romance a transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days
515,Veer-Zaara,7.9,U,2004,192 min,"Shah Rukh Khan, Preity Zinta, Rani Mukerji, Kirron Kher","Drama, Family, Musical            ","https://m.media-amazon.com/images/M/MV5BY2VlOTc4ZjctYjVlMS00NDYwLWEwZjctZmYzZmVkNGU5NjNjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR2,0,67,98_AL_.jpg","Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.",https://m.media-amazon.com/images/M/MV5BY2VlOTc4ZjctYjVlMS00NDYwLWEwZjctZmYzZmVkNGU5NjNjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,veer-zaara shah rukh khan preity zinta rani mukerji kirron kher drama family musical veer-zaara is a saga of love separation courage and sacrifice a love story that is an inspiration and will remain a legend forever
516,C.R.A.Z.Y.,7.9,Not Rated,2005,129 min,"Michel Côté, Marc-André Grondin, Danielle Proulx, Émile Vallée","Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BMTU3MDc2MjUwMV5BMl5BanBnXkFtZTcwNzQyMDAzMQ@@._V1_UY98_CR0,0,67,98_AL_.jpg","A young French Canadian, one of five boys in a conservative family in the 1960s and 1970s, struggles to reconcile his emerging identity with his father's values.",https://m.media-amazon.com/images/M/MV5BMTk0NTY3MzQ2Nl5BMl5BanBnXkFtZTcwOTIzNjIzMQ@@._V1_.jpg,crazy michel côté marc-andré grondin danielle proulx émile vallée comedy drama a young french canadian one of five boys in a conservative family in the 1960s and 1970s struggles to reconcile his emerging identity with his father's values
517,Vozvrashchenie,7.9,N/A,2003,110 min,"Vladimir Garin, Ivan Dobronravov, Konstantin Lavronenko, Nataliya Vdovina",Drama            ,"https://m.media-amazon.com/images/M/MV5BODI1YTAzZmQtYjg5Ny00ODc1LTgxYTEtOWRlYmYzNzAwMDY5XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_UY98_CR1,0,67,98_AL_.jpg","In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces.",https://m.media-amazon.com/images/M/MV5BZmRkZjM3YTctOTkzYS00Y2M4LWI1OTUtMjM3NDg3OWI3NDc0XkEyXkFqcGdeQXVyNjkxOTM4ODY@._V1_.jpg,vozvrashchenie vladimir garin ivan dobronravov konstantin lavronenko nataliya vdovina drama in the russian wilderness two brothers face a range of new conflicting emotions when their father - a man they know only through a single photograph - resurfaces
518,Les choristes,7.9,PG-13,2004,97 min,"Gérard Jugnot, François Berléand, Jean-Baptiste Maunier, Kad Merad","Comedy, Drama, Music            ","https://m.media-amazon.com/images/M/MV5BNzMxY2ZkY2UtZGE0Yi00MDFhLWEwNmEtNDE2MjNhMDYwNjliXkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_UY98_CR3,0,67,98_AL_.jpg",The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.,https://m.media-amazon.com/images/M/MV5BOGY1M2MwOTEtZDIyNi00YjNlLWExYmEtNzBjOGI3N2QzNTg5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,les choristes gérard jugnot françois berléand jean-baptiste maunier kad merad comedy drama music the new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music
519,Iron Man,7.9,UA,2008,126 min,"Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges","Action, Adventure, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",https://m.media-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_FMjpg_UY720_.jpg,iron man robert downey jr gwyneth paltrow terrence howard jeff bridges action adventure sci-fi after being held captive in an afghan cave billionaire engineer tony stark creates a unique weaponized suit of armor to fight evil
520,Shaun of the Dead,7.9,UA,2004,99 min,"Simon Pegg, Nick Frost, Kate Ashfield, Lucy Davis","Comedy, Horror            ","https://m.media-amazon.com/images/M/MV5BMTg5Mjk2NDMtZTk0Ny00YTQ0LWIzYWEtMWI5MGQ0Mjg1OTNkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.",https://m.media-amazon.com/images/M/MV5BMTg5Mjk2NDMtZTk0Ny00YTQ0LWIzYWEtMWI5MGQ0Mjg1OTNkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,shaun of the dead simon pegg nick frost kate ashfield lucy davis comedy horror the uneventful aimless lives of a london electronics salesman and his layabout roommate are disrupted by the zombie apocalypse
